Mix_fact,Accuracy,TPR,TNR,PPV,prob_pos_sex_Male_1,prob_pos_sex_Male_0,prob_pos_sex_Male_0-sex_Male_1,prob_pos_sex_Male_0/sex_Male_1,TPR_sex_Male_1,TPR_sex_Male_0,TPR_sex_Male_0-sex_Male_1,TPR_sex_Male_0/sex_Male_1,TNR_sex_Male_1,TNR_sex_Male_0,TNR_sex_Male_0-sex_Male_1,TNR_sex_Male_0/sex_Male_1,PPV_sex_Male_1,PPV_sex_Male_0,PPV_sex_Male_0-sex_Male_1,PPV_sex_Male_0/sex_Male_1
0.0,0.7902476780185759,0.7071971390254805,0.8175407668576465,0.5601983002832861,0.3468887800097991,0.23964395754878468,0.10724482246101444,0.6908380188659174,0.6985871271585558,0.7576687116564417,0.05908158449788592,0.9220218763307254,0.8126780626780626,0.8254335260115607,0.012755463333498085,0.9845469526842076,0.6285310734463276,0.35285714285714287,0.27567393058918477,0.5613996789727127
0.1,0.8056169836355594,0.6472954850245864,0.8576465403261349,0.5990897807199007,0.2951167728237792,0.20883259157822665,0.08628418124555254,0.7076269829737033,0.6305599162742019,0.745398773006135,0.11483885673193306,0.8459363485818512,0.8570750237416904,0.8585741811175337,0.0014991573758432741,0.9982538988373818,0.6668511344770337,0.3983606557377049,0.2684904787393288,0.597375688728658
0.2,0.8175586023883238,0.6012516763522575,0.8886440428970178,0.6395625297194484,0.254613751429038,0.1862375898664841,0.06837616156255394,0.7314514193409123,0.5803244374672946,0.7239263803680982,0.14360194290080364,0.8016346042980425,0.8931623931623932,0.8813102119460501,0.011852181216343127,0.9867300937577785,0.7113534316869788,0.4338235294117647,0.2775299022752141,0.6098565215085132
0.3,0.8204334365325078,0.5601251676352258,0.9059791391214925,0.6619123085050185,0.22701290217213785,0.17220130092434097,0.05481160124779688,0.7585529248631221,0.5353218210361067,0.7055214723926381,0.17019965135653137,0.7587604941642208,0.9128679962013295,0.8947976878612717,0.01807030834005785,0.9802049054022566,0.7359712230215827,0.4572564612326044,0.2787147617889783,0.6212966579797851
0.4,0.8205440070765149,0.5198927134555208,0.9193477302776554,0.679322429906542,0.19941205291523764,0.16809311879493324,0.0313189341203044,0.8429436252099723,0.49188906331763477,0.6840490797546013,0.1921600164369665,0.7190844602760041,0.9332858499525166,0.8967244701348748,0.03656137981764185,0.9608251000274974,0.7698607698607699,0.45417515274949083,0.31568561711127907,0.5899445335182215
0.5,0.8185537372843874,0.48591864103710325,0.9278683707947701,0.6888466413181242,0.18030377266046055,0.16227319411160562,0.018030578548854925,0.8999988836461605,0.45368916797488223,0.6748466257668712,0.22115745779198892,0.6722848579991437,0.9437321937321937,0.9021194605009634,0.04161273323123038,0.9559062056930963,0.7853260869565217,0.4641350210970464,0.3211910658594753,0.5910093002204605
0.6,0.8182220256523662,0.46088511399195353,0.9356544733362715,0.7018379850238258,0.16397190919483914,0.15919205751454982,0.0047798516802893265,0.9708495698820602,0.4228152799581371,0.6840490797546013,0.26123379979646416,0.618106642450012,0.9534662867996201,0.9067437379576108,0.046722548842009326,0.9509971673997651,0.8047808764940239,0.47956989247311826,0.3252109840209056,0.5959012030235282
0.7,0.8170057496682883,0.42869915064818953,0.9446158366387543,0.717814371257485,0.1442103544014372,0.15508387538514207,0.010873520983704865,0.9298861925090466,0.38513867085295656,0.6840490797546013,0.2989104089016447,0.5630278327267436,0.9650997150997151,0.9113680154142582,0.05373169968545699,0.944325235159866,0.8335220838052095,0.4922737306843267,0.3412483531208828,0.59059470678568
0.8,0.809265811587793,0.3714796602592758,0.9531364771558689,0.7226086956521739,0.11644618650988078,0.14960629921259844,0.03316011270271765,0.7783508256186767,0.3197278911564626,0.6748466257668712,0.35511873461040855,0.47377860235003094,0.9757834757834758,0.9163776493256262,0.05940582645784964,0.9391198683599847,0.8569424964936886,0.5034324942791762,0.35351000221451234,0.5874752347316737
0.9,0.7983193277310925,0.2901206973625391,0.9653298075510504,0.7333333333333333,0.07577984648048343,0.14412872304005478,0.06834887655957135,0.5257789348443993,0.2239665096807954,0.6779141104294478,0.4539476007486524,0.3303759373571914,0.9914529914529915,0.9229287090558767,0.06852428239711483,0.9308849910304963,0.9224137931034483,0.5249406175771971,0.39747317552625117,0.5690945012986436
1.0,0.7805174701459531,0.2208314707197139,0.9644483619803144,0.6711956521739131,0.04703576678098971,0.1533721328312222,0.10633636605023249,0.3066773990340869,0.14285714285714285,0.6779141104294478,0.5350569675723049,0.21073044602456367,0.9964387464387464,0.9125240847784201,0.08391466166032635,0.9157854288984287,0.9479166666666666,0.49330357142857145,0.4546130952380952,0.5204081632653061